state,year,total_cases,Group_Name,Sub_Group_Name,crime_type,Subgroup
Meghalaya,2003,4,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Mizoram,2003,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Nagaland,2003,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Odisha,2003,1289,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Puducherry,2003,4,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Punjab,2003,987,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Rajasthan,2003,5733,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Sikkim,2003,1,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tamil Nadu,2003,1555,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tripura,2003,247,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttar Pradesh,2003,2626,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttarakhand,2003,317,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
West Bengal,2003,4948,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andaman & Nicobar Islands,2004,5,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andhra Pradesh,2004,8388,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Arunachal Pradesh,2004,4,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Assam,2004,1945,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Bihar,2004,2679,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chandigarh,2004,73,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chhattisgarh,2004,741,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Dadra & Nagar Haveli,2004,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Daman & Diu,2004,4,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Delhi,2004,1254,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Goa,2004,17,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Gujarat,2004,3955,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Haryana,2004,2026,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Himachal Pradesh,2004,252,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jammu & Kashmir,2004,82,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jharkhand,2004,588,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Karnataka,2004,1588,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Kerala,2004,3222,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Lakshadweep,2004,1,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Madhya Pradesh,2004,3436,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Maharashtra,2004,5646,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Manipur,2004,2,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Meghalaya,2004,5,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Mizoram,2004,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Nagaland,2004,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Odisha,2004,1192,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Puducherry,2004,2,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Punjab,2004,801,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Rajasthan,2004,6781,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Sikkim,2004,1,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tamil Nadu,2004,1437,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tripura,2004,302,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttar Pradesh,2004,4950,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttarakhand,2004,405,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
West Bengal,2004,6334,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andaman & Nicobar Islands,2005,5,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andhra Pradesh,2005,8696,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Arunachal Pradesh,2005,9,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Assam,2005,2206,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Bihar,2005,1574,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chandigarh,2005,75,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chhattisgarh,2005,732,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Dadra & Nagar Haveli,2005,5,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Daman & Diu,2005,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Delhi,2005,1324,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Goa,2005,11,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Gujarat,2005,4090,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Haryana,2005,2075,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Himachal Pradesh,2005,228,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jammu & Kashmir,2005,76,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jharkhand,2005,590,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Karnataka,2005,1883,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Kerala,2005,3283,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Lakshadweep,2005,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Madhya Pradesh,2005,2989,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Maharashtra,2005,6233,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Manipur,2005,20,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Meghalaya,2005,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Mizoram,2005,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Nagaland,2005,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Odisha,2005,1671,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Puducherry,2005,6,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Punjab,2005,729,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Rajasthan,2005,5997,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Sikkim,2005,4,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tamil Nadu,2005,1650,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tripura,2005,439,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttar Pradesh,2005,4505,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttarakhand,2005,272,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
West Bengal,2005,6936,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andaman & Nicobar Islands,2006,7,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andhra Pradesh,2006,9164,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Arunachal Pradesh,2006,14,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Assam,2006,2548,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Bihar,2006,1689,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chandigarh,2006,102,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chhattisgarh,2006,717,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Dadra & Nagar Haveli,2006,5,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Daman & Diu,2006,2,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Delhi,2006,1728,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Goa,2006,14,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Gujarat,2006,4977,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Haryana,2006,2254,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Himachal Pradesh,2006,259,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jammu & Kashmir,2006,135,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jharkhand,2006,668,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Karnataka,2006,2129,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Kerala,2006,3708,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Lakshadweep,2006,1,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Madhya Pradesh,2006,2989,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Maharashtra,2006,6738,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Manipur,2006,10,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Meghalaya,2006,13,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Mizoram,2006,1,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Nagaland,2006,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Odisha,2006,694,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Puducherry,2006,19,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Punjab,2006,801,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Rajasthan,2006,7038,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Sikkim,2006,6,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tamil Nadu,2006,1248,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tripura,2006,471,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttar Pradesh,2006,5204,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttarakhand,2006,358,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
West Bengal,2006,7414,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andaman & Nicobar Islands,2007,18,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andhra Pradesh,2007,11335,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Arunachal Pradesh,2007,20,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Assam,2007,3000,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Bihar,2007,1635,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chandigarh,2007,112,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chhattisgarh,2007,824,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Dadra & Nagar Haveli,2007,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Daman & Diu,2007,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Delhi,2007,1787,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Goa,2007,14,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Gujarat,2007,5827,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Haryana,2007,2412,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Himachal Pradesh,2007,342,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jammu & Kashmir,2007,176,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jharkhand,2007,801,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Karnataka,2007,2507,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Kerala,2007,3999,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Lakshadweep,2007,2,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Madhya Pradesh,2007,3294,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Maharashtra,2007,7356,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Manipur,2007,15,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Meghalaya,2007,19,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Mizoram,2007,2,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Nagaland,2007,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Odisha,2007,728,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Puducherry,2007,17,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Punjab,2007,971,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Rajasthan,2007,8170,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Sikkim,2007,7,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tamil Nadu,2007,1976,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tripura,2007,545,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttar Pradesh,2007,7650,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttarakhand,2007,463,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
West Bengal,2007,9900,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andaman & Nicobar Islands,2008,26,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andhra Pradesh,2008,10306,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Arunachal Pradesh,2008,13,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Assam,2008,3478,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Bihar,2008,1992,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chandigarh,2008,49,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chhattisgarh,2008,897,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Dadra & Nagar Haveli,2008,4,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Daman & Diu,2008,5,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Delhi,2008,1387,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Goa,2008,12,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Gujarat,2008,6094,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Haryana,2008,2435,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Himachal Pradesh,2008,343,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jammu & Kashmir,2008,162,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jharkhand,2008,851,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Karnataka,2008,2638,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Kerala,2008,4138,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Lakshadweep,2008,1,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Madhya Pradesh,2008,3185,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Maharashtra,2008,7829,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Manipur,2008,28,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Meghalaya,2008,32,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Mizoram,2008,5,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Nagaland,2008,4,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Odisha,2008,1618,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Puducherry,2008,12,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Punjab,2008,984,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Rajasthan,2008,8113,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Sikkim,2008,5,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tamil Nadu,2008,1648,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tripura,2008,735,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttar Pradesh,2008,8312,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttarakhand,2008,340,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
West Bengal,2008,13663,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andaman & Nicobar Islands,2009,21,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andhra Pradesh,2009,11297,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Arunachal Pradesh,2009,13,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Assam,2009,4398,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Bihar,2009,2532,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chandigarh,2009,51,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chhattisgarh,2009,893,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Dadra & Nagar Haveli,2009,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Daman & Diu,2009,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Delhi,2009,1283,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Goa,2009,21,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Gujarat,2009,5506,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Haryana,2009,2617,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Himachal Pradesh,2009,284,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jammu & Kashmir,2009,196,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jharkhand,2009,710,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Karnataka,2009,3185,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Kerala,2009,4007,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Lakshadweep,2009,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Madhya Pradesh,2009,3983,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Maharashtra,2009,7681,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Manipur,2009,25,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Meghalaya,2009,24,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Mizoram,2009,4,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Nagaland,2009,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Odisha,2009,2047,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Puducherry,2009,10,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Punjab,2009,1061,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Rajasthan,2009,10371,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Sikkim,2009,6,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tamil Nadu,2009,1460,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tripura,2009,815,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttar Pradesh,2009,8566,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttarakhand,2009,361,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
West Bengal,2009,16112,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andaman & Nicobar Islands,2010,9,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andhra Pradesh,2010,12080,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Arunachal Pradesh,2010,12,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Assam,2010,5410,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Bihar,2010,2271,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chandigarh,2010,41,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Chhattisgarh,2010,861,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Dadra & Nagar Haveli,2010,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Daman & Diu,2010,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Delhi,2010,1404,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Goa,2010,17,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Gujarat,2010,5600,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Haryana,2010,2720,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Himachal Pradesh,2010,275,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jammu & Kashmir,2010,211,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Jharkhand,2010,650,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Karnataka,2010,3441,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Kerala,2010,4797,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Lakshadweep,2010,0,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Madhya Pradesh,2010,3756,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Maharashtra,2010,7434,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Manipur,2010,18,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Meghalaya,2010,24,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Mizoram,2010,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Nagaland,2010,1,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Odisha,2010,2067,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Puducherry,2010,7,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Punjab,2010,1163,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Rajasthan,2010,11145,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Sikkim,2010,3,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tamil Nadu,2010,1570,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Tripura,2010,937,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttar Pradesh,2010,7978,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Uttarakhand,2010,334,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
West Bengal,2010,17796,Cruelty by Husband and Relatives,06. Cruelty by Husband and Relatives,Crime Against Women,
Andaman & Nicobar Islands,2001,0,Importation of Girls,07. Importation of Girls,Crime Against Women,
Andhra Pradesh,2001,7,Importation of Girls,07. Importation of Girls,Crime Against Women,
