state,year,total_cases,Group_Name,Sub_Group_Name,crime_type,Subgroup
Manipur,2002,208,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2002,159,Murder - Male Victims,1. Male Victims,Murder,
Mizoram,2002,20,Murder - Male Victims,1. Male Victims,Murder,
Nagaland,2002,105,Murder - Male Victims,1. Male Victims,Murder,
Odisha,2002,802,Murder - Male Victims,1. Male Victims,Murder,
Puducherry,2002,20,Murder - Male Victims,1. Male Victims,Murder,
Punjab,2002,631,Murder - Male Victims,1. Male Victims,Murder,
Rajasthan,2002,1063,Murder - Male Victims,1. Male Victims,Murder,
Sikkim,2002,13,Murder - Male Victims,1. Male Victims,Murder,
Tamil Nadu,2002,1269,Murder - Male Victims,1. Male Victims,Murder,
Tripura,2002,189,Murder - Male Victims,1. Male Victims,Murder,
Uttar Pradesh,2002,6085,Murder - Male Victims,1. Male Victims,Murder,
Uttarakhand,2002,268,Murder - Male Victims,1. Male Victims,Murder,
West Bengal,2002,1181,Murder - Male Victims,1. Male Victims,Murder,
Andaman & Nicobar Islands,2003,12,Murder - Male Victims,1. Male Victims,Murder,
Andhra Pradesh,2003,2177,Murder - Male Victims,1. Male Victims,Murder,
Arunachal Pradesh,2003,77,Murder - Male Victims,1. Male Victims,Murder,
Assam,2003,1088,Murder - Male Victims,1. Male Victims,Murder,
Bihar,2003,3379,Murder - Male Victims,1. Male Victims,Murder,
Chandigarh,2003,15,Murder - Male Victims,1. Male Victims,Murder,
Chhattisgarh,2003,581,Murder - Male Victims,1. Male Victims,Murder,
Dadra & Nagar Haveli,2003,8,Murder - Male Victims,1. Male Victims,Murder,
Daman & Diu,2003,6,Murder - Male Victims,1. Male Victims,Murder,
Delhi,2003,371,Murder - Male Victims,1. Male Victims,Murder,
Goa,2003,20,Murder - Male Victims,1. Male Victims,Murder,
Gujarat,2003,808,Murder - Male Victims,1. Male Victims,Murder,
Haryana,2003,597,Murder - Male Victims,1. Male Victims,Murder,
Himachal Pradesh,2003,96,Murder - Male Victims,1. Male Victims,Murder,
Jammu & Kashmir,2003,1013,Murder - Male Victims,1. Male Victims,Murder,
Jharkhand,2003,1086,Murder - Male Victims,1. Male Victims,Murder,
Karnataka,2003,1051,Murder - Male Victims,1. Male Victims,Murder,
Kerala,2003,309,Murder - Male Victims,1. Male Victims,Murder,
Madhya Pradesh,2003,1773,Murder - Male Victims,1. Male Victims,Murder,
Maharashtra,2003,1955,Murder - Male Victims,1. Male Victims,Murder,
Manipur,2003,174,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2003,165,Murder - Male Victims,1. Male Victims,Murder,
Mizoram,2003,37,Murder - Male Victims,1. Male Victims,Murder,
Nagaland,2003,85,Murder - Male Victims,1. Male Victims,Murder,
Odisha,2003,769,Murder - Male Victims,1. Male Victims,Murder,
Puducherry,2003,22,Murder - Male Victims,1. Male Victims,Murder,
Punjab,2003,594,Murder - Male Victims,1. Male Victims,Murder,
Rajasthan,2003,1013,Murder - Male Victims,1. Male Victims,Murder,
Sikkim,2003,10,Murder - Male Victims,1. Male Victims,Murder,
Tamil Nadu,2003,1111,Murder - Male Victims,1. Male Victims,Murder,
Tripura,2003,231,Murder - Male Victims,1. Male Victims,Murder,
Uttar Pradesh,2003,4285,Murder - Male Victims,1. Male Victims,Murder,
Uttarakhand,2003,231,Murder - Male Victims,1. Male Victims,Murder,
West Bengal,2003,1167,Murder - Male Victims,1. Male Victims,Murder,
Andaman & Nicobar Islands,2004,10,Murder - Male Victims,1. Male Victims,Murder,
Andhra Pradesh,2004,1985,Murder - Male Victims,1. Male Victims,Murder,
Arunachal Pradesh,2004,65,Murder - Male Victims,1. Male Victims,Murder,
Assam,2004,1130,Murder - Male Victims,1. Male Victims,Murder,
Bihar,2004,3523,Murder - Male Victims,1. Male Victims,Murder,
Chandigarh,2004,14,Murder - Male Victims,1. Male Victims,Murder,
Chhattisgarh,2004,658,Murder - Male Victims,1. Male Victims,Murder,
Dadra & Nagar Haveli,2004,9,Murder - Male Victims,1. Male Victims,Murder,
Daman & Diu,2004,2,Murder - Male Victims,1. Male Victims,Murder,
Delhi,2004,385,Murder - Male Victims,1. Male Victims,Murder,
Goa,2004,25,Murder - Male Victims,1. Male Victims,Murder,
Gujarat,2004,829,Murder - Male Victims,1. Male Victims,Murder,
Haryana,2004,583,Murder - Male Victims,1. Male Victims,Murder,
Himachal Pradesh,2004,85,Murder - Male Victims,1. Male Victims,Murder,
Jammu & Kashmir,2004,882,Murder - Male Victims,1. Male Victims,Murder,
Jharkhand,2004,1089,Murder - Male Victims,1. Male Victims,Murder,
Karnataka,2004,1006,Murder - Male Victims,1. Male Victims,Murder,
Kerala,2004,290,Murder - Male Victims,1. Male Victims,Murder,
Madhya Pradesh,2004,1886,Murder - Male Victims,1. Male Victims,Murder,
Maharashtra,2004,1773,Murder - Male Victims,1. Male Victims,Murder,
Manipur,2004,178,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2004,149,Murder - Male Victims,1. Male Victims,Murder,
Mizoram,2004,31,Murder - Male Victims,1. Male Victims,Murder,
Nagaland,2004,56,Murder - Male Victims,1. Male Victims,Murder,
Odisha,2004,780,Murder - Male Victims,1. Male Victims,Murder,
Puducherry,2004,22,Murder - Male Victims,1. Male Victims,Murder,
Punjab,2004,608,Murder - Male Victims,1. Male Victims,Murder,
Rajasthan,2004,1005,Murder - Male Victims,1. Male Victims,Murder,
Sikkim,2004,13,Murder - Male Victims,1. Male Victims,Murder,
Tamil Nadu,2004,1051,Murder - Male Victims,1. Male Victims,Murder,
Tripura,2004,182,Murder - Male Victims,1. Male Victims,Murder,
Uttar Pradesh,2004,5264,Murder - Male Victims,1. Male Victims,Murder,
Uttarakhand,2004,220,Murder - Male Victims,1. Male Victims,Murder,
West Bengal,2004,1008,Murder - Male Victims,1. Male Victims,Murder,
Andaman & Nicobar Islands,2005,11,Murder - Male Victims,1. Male Victims,Murder,
Andhra Pradesh,2005,2206,Murder - Male Victims,1. Male Victims,Murder,
Arunachal Pradesh,2005,80,Murder - Male Victims,1. Male Victims,Murder,
Assam,2005,1129,Murder - Male Victims,1. Male Victims,Murder,
Bihar,2005,3029,Murder - Male Victims,1. Male Victims,Murder,
Chandigarh,2005,15,Murder - Male Victims,1. Male Victims,Murder,
Chhattisgarh,2005,727,Murder - Male Victims,1. Male Victims,Murder,
Dadra & Nagar Haveli,2005,7,Murder - Male Victims,1. Male Victims,Murder,
Daman & Diu,2005,5,Murder - Male Victims,1. Male Victims,Murder,
Delhi,2005,375,Murder - Male Victims,1. Male Victims,Murder,
Goa,2005,35,Murder - Male Victims,1. Male Victims,Murder,
Gujarat,2005,757,Murder - Male Victims,1. Male Victims,Murder,
Haryana,2005,669,Murder - Male Victims,1. Male Victims,Murder,
Himachal Pradesh,2005,82,Murder - Male Victims,1. Male Victims,Murder,
Jammu & Kashmir,2005,644,Murder - Male Victims,1. Male Victims,Murder,
Jharkhand,2005,1350,Murder - Male Victims,1. Male Victims,Murder,
Karnataka,2005,1088,Murder - Male Victims,1. Male Victims,Murder,
Kerala,2005,284,Murder - Male Victims,1. Male Victims,Murder,
Madhya Pradesh,2005,1900,Murder - Male Victims,1. Male Victims,Murder,
Maharashtra,2005,1765,Murder - Male Victims,1. Male Victims,Murder,
Manipur,2005,276,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2005,119,Murder - Male Victims,1. Male Victims,Murder,
Mizoram,2005,31,Murder - Male Victims,1. Male Victims,Murder,
Nagaland,2005,74,Murder - Male Victims,1. Male Victims,Murder,
Odisha,2005,807,Murder - Male Victims,1. Male Victims,Murder,
Puducherry,2005,10,Murder - Male Victims,1. Male Victims,Murder,
Punjab,2005,557,Murder - Male Victims,1. Male Victims,Murder,
Rajasthan,2005,950,Murder - Male Victims,1. Male Victims,Murder,
Sikkim,2005,5,Murder - Male Victims,1. Male Victims,Murder,
Tamil Nadu,2005,1049,Murder - Male Victims,1. Male Victims,Murder,
Tripura,2005,94,Murder - Male Victims,1. Male Victims,Murder,
Uttar Pradesh,2005,5011,Murder - Male Victims,1. Male Victims,Murder,
Uttarakhand,2005,237,Murder - Male Victims,1. Male Victims,Murder,
West Bengal,2005,1089,Murder - Male Victims,1. Male Victims,Murder,
Andaman & Nicobar Islands,2006,4,Murder - Male Victims,1. Male Victims,Murder,
Andhra Pradesh,2006,2196,Murder - Male Victims,1. Male Victims,Murder,
Arunachal Pradesh,2006,60,Murder - Male Victims,1. Male Victims,Murder,
Assam,2006,1131,Murder - Male Victims,1. Male Victims,Murder,
Bihar,2006,2836,Murder - Male Victims,1. Male Victims,Murder,
Chandigarh,2006,10,Murder - Male Victims,1. Male Victims,Murder,
Chhattisgarh,2006,762,Murder - Male Victims,1. Male Victims,Murder,
Dadra & Nagar Haveli,2006,6,Murder - Male Victims,1. Male Victims,Murder,
Daman & Diu,2006,5,Murder - Male Victims,1. Male Victims,Murder,
Delhi,2006,360,Murder - Male Victims,1. Male Victims,Murder,
Goa,2006,30,Murder - Male Victims,1. Male Victims,Murder,
Gujarat,2006,848,Murder - Male Victims,1. Male Victims,Murder,
Haryana,2006,743,Murder - Male Victims,1. Male Victims,Murder,
Himachal Pradesh,2006,98,Murder - Male Victims,1. Male Victims,Murder,
Jammu & Kashmir,2006,565,Murder - Male Victims,1. Male Victims,Murder,
Jharkhand,2006,1278,Murder - Male Victims,1. Male Victims,Murder,
Karnataka,2006,1089,Murder - Male Victims,1. Male Victims,Murder,
Kerala,2006,288,Murder - Male Victims,1. Male Victims,Murder,
Madhya Pradesh,2006,1820,Murder - Male Victims,1. Male Victims,Murder,
Maharashtra,2006,1966,Murder - Male Victims,1. Male Victims,Murder,
Manipur,2006,229,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2006,146,Murder - Male Victims,1. Male Victims,Murder,
Mizoram,2006,22,Murder - Male Victims,1. Male Victims,Murder,
Nagaland,2006,115,Murder - Male Victims,1. Male Victims,Murder,
Odisha,2006,783,Murder - Male Victims,1. Male Victims,Murder,
Puducherry,2006,21,Murder - Male Victims,1. Male Victims,Murder,
Punjab,2006,614,Murder - Male Victims,1. Male Victims,Murder,
Rajasthan,2006,989,Murder - Male Victims,1. Male Victims,Murder,
Sikkim,2006,14,Murder - Male Victims,1. Male Victims,Murder,
Tamil Nadu,2006,903,Murder - Male Victims,1. Male Victims,Murder,
Tripura,2006,131,Murder - Male Victims,1. Male Victims,Murder,
Uttar Pradesh,2006,4835,Murder - Male Victims,1. Male Victims,Murder,
Uttarakhand,2006,230,Murder - Male Victims,1. Male Victims,Murder,
West Bengal,2006,995,Murder - Male Victims,1. Male Victims,Murder,
Andaman & Nicobar Islands,2007,9,Murder - Male Victims,1. Male Victims,Murder,
Andhra Pradesh,2007,1964,Murder - Male Victims,1. Male Victims,Murder,
Arunachal Pradesh,2007,65,Murder - Male Victims,1. Male Victims,Murder,
Assam,2007,1286,Murder - Male Victims,1. Male Victims,Murder,
Bihar,2007,2691,Murder - Male Victims,1. Male Victims,Murder,
Chandigarh,2007,14,Murder - Male Victims,1. Male Victims,Murder,
Chhattisgarh,2007,787,Murder - Male Victims,1. Male Victims,Murder,
Dadra & Nagar Haveli,2007,6,Murder - Male Victims,1. Male Victims,Murder,
Daman & Diu,2007,11,Murder - Male Victims,1. Male Victims,Murder,
Delhi,2007,384,Murder - Male Victims,1. Male Victims,Murder,
Goa,2007,18,Murder - Male Victims,1. Male Victims,Murder,
Gujarat,2007,900,Murder - Male Victims,1. Male Victims,Murder,
Haryana,2007,775,Murder - Male Victims,1. Male Victims,Murder,
Himachal Pradesh,2007,97,Murder - Male Victims,1. Male Victims,Murder,
Jammu & Kashmir,2007,326,Murder - Male Victims,1. Male Victims,Murder,
Jharkhand,2007,1380,Murder - Male Victims,1. Male Victims,Murder,
Karnataka,2007,1081,Murder - Male Victims,1. Male Victims,Murder,
Kerala,2007,252,Murder - Male Victims,1. Male Victims,Murder,
Madhya Pradesh,2007,1764,Murder - Male Victims,1. Male Victims,Murder,
Maharashtra,2007,1779,Murder - Male Victims,1. Male Victims,Murder,
Manipur,2007,275,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2007,107,Murder - Male Victims,1. Male Victims,Murder,
Mizoram,2007,25,Murder - Male Victims,1. Male Victims,Murder,
Nagaland,2007,104,Murder - Male Victims,1. Male Victims,Murder,
Odisha,2007,863,Murder - Male Victims,1. Male Victims,Murder,
Puducherry,2007,25,Murder - Male Victims,1. Male Victims,Murder,
Punjab,2007,601,Murder - Male Victims,1. Male Victims,Murder,
Rajasthan,2007,1040,Murder - Male Victims,1. Male Victims,Murder,
Sikkim,2007,6,Murder - Male Victims,1. Male Victims,Murder,
Tamil Nadu,2007,1107,Murder - Male Victims,1. Male Victims,Murder,
Tripura,2007,100,Murder - Male Victims,1. Male Victims,Murder,
Uttar Pradesh,2007,4283,Murder - Male Victims,1. Male Victims,Murder,
Uttarakhand,2007,191,Murder - Male Victims,1. Male Victims,Murder,
West Bengal,2007,1006,Murder - Male Victims,1. Male Victims,Murder,
Andaman & Nicobar Islands,2008,6,Murder - Male Victims,1. Male Victims,Murder,
Andhra Pradesh,2008,1932,Murder - Male Victims,1. Male Victims,Murder,
Arunachal Pradesh,2008,71,Murder - Male Victims,1. Male Victims,Murder,
Assam,2008,1323,Murder - Male Victims,1. Male Victims,Murder,
Bihar,2008,2502,Murder - Male Victims,1. Male Victims,Murder,
Chandigarh,2008,11,Murder - Male Victims,1. Male Victims,Murder,
Chhattisgarh,2008,806,Murder - Male Victims,1. Male Victims,Murder,
Dadra & Nagar Haveli,2008,5,Murder - Male Victims,1. Male Victims,Murder,
Daman & Diu,2008,2,Murder - Male Victims,1. Male Victims,Murder,
Delhi,2008,473,Murder - Male Victims,1. Male Victims,Murder,
Goa,2008,33,Murder - Male Victims,1. Male Victims,Murder,
Gujarat,2008,805,Murder - Male Victims,1. Male Victims,Murder,
Haryana,2008,785,Murder - Male Victims,1. Male Victims,Murder,
Himachal Pradesh,2008,94,Murder - Male Victims,1. Male Victims,Murder,
Jammu & Kashmir,2008,236,Murder - Male Victims,1. Male Victims,Murder,
Jharkhand,2008,1431,Murder - Male Victims,1. Male Victims,Murder,
Karnataka,2008,1176,Murder - Male Victims,1. Male Victims,Murder,
Kerala,2008,251,Murder - Male Victims,1. Male Victims,Murder,
Madhya Pradesh,2008,1835,Murder - Male Victims,1. Male Victims,Murder,
Maharashtra,2008,1927,Murder - Male Victims,1. Male Victims,Murder,
Manipur,2008,249,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2008,111,Murder - Male Victims,1. Male Victims,Murder,
Mizoram,2008,33,Murder - Male Victims,1. Male Victims,Murder,
Nagaland,2008,141,Murder - Male Victims,1. Male Victims,Murder,
Odisha,2008,705,Murder - Male Victims,1. Male Victims,Murder,
Puducherry,2008,27,Murder - Male Victims,1. Male Victims,Murder,
Punjab,2008,596,Murder - Male Victims,1. Male Victims,Murder,
Rajasthan,2008,1033,Murder - Male Victims,1. Male Victims,Murder,
Sikkim,2008,6,Murder - Male Victims,1. Male Victims,Murder,
Tamil Nadu,2008,1200,Murder - Male Victims,1. Male Victims,Murder,
Tripura,2008,103,Murder - Male Victims,1. Male Victims,Murder,
Uttar Pradesh,2008,3859,Murder - Male Victims,1. Male Victims,Murder,
Uttarakhand,2008,213,Murder - Male Victims,1. Male Victims,Murder,
West Bengal,2008,1561,Murder - Male Victims,1. Male Victims,Murder,
Andaman & Nicobar Islands,2009,10,Murder - Male Victims,1. Male Victims,Murder,
Andhra Pradesh,2009,1675,Murder - Male Victims,1. Male Victims,Murder,
Arunachal Pradesh,2009,58,Murder - Male Victims,1. Male Victims,Murder,
Assam,2009,1226,Murder - Male Victims,1. Male Victims,Murder,
Bihar,2009,2507,Murder - Male Victims,1. Male Victims,Murder,
Chandigarh,2009,19,Murder - Male Victims,1. Male Victims,Murder,
Chhattisgarh,2009,757,Murder - Male Victims,1. Male Victims,Murder,
Dadra & Nagar Haveli,2009,4,Murder - Male Victims,1. Male Victims,Murder,
Daman & Diu,2009,4,Murder - Male Victims,1. Male Victims,Murder,
Delhi,2009,445,Murder - Male Victims,1. Male Victims,Murder,
Goa,2009,26,Murder - Male Victims,1. Male Victims,Murder,
Gujarat,2009,734,Murder - Male Victims,1. Male Victims,Murder,
Haryana,2009,786,Murder - Male Victims,1. Male Victims,Murder,
Himachal Pradesh,2009,94,Murder - Male Victims,1. Male Victims,Murder,
Jammu & Kashmir,2009,216,Murder - Male Victims,1. Male Victims,Murder,
Jharkhand,2009,1435,Murder - Male Victims,1. Male Victims,Murder,
Karnataka,2009,1073,Murder - Male Victims,1. Male Victims,Murder,
Kerala,2009,260,Murder - Male Victims,1. Male Victims,Murder,
Madhya Pradesh,2009,1777,Murder - Male Victims,1. Male Victims,Murder,
Maharashtra,2009,1712,Murder - Male Victims,1. Male Victims,Murder,
Manipur,2009,156,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2009,106,Murder - Male Victims,1. Male Victims,Murder,
Mizoram,2009,28,Murder - Male Victims,1. Male Victims,Murder,
Nagaland,2009,40,Murder - Male Victims,1. Male Victims,Murder,
Odisha,2009,806,Murder - Male Victims,1. Male Victims,Murder,
Puducherry,2009,29,Murder - Male Victims,1. Male Victims,Murder,
Punjab,2009,658,Murder - Male Victims,1. Male Victims,Murder,
Rajasthan,2009,1089,Murder - Male Victims,1. Male Victims,Murder,
Sikkim,2009,14,Murder - Male Victims,1. Male Victims,Murder,
Tamil Nadu,2009,1270,Murder - Male Victims,1. Male Victims,Murder,
Tripura,2009,91,Murder - Male Victims,1. Male Victims,Murder,
Uttar Pradesh,2009,3724,Murder - Male Victims,1. Male Victims,Murder,
Uttarakhand,2009,144,Murder - Male Victims,1. Male Victims,Murder,
West Bengal,2009,1468,Murder - Male Victims,1. Male Victims,Murder,
Andaman & Nicobar Islands,2010,5,Murder - Male Victims,1. Male Victims,Murder,
Andhra Pradesh,2010,1914,Murder - Male Victims,1. Male Victims,Murder,
Arunachal Pradesh,2010,73,Murder - Male Victims,1. Male Victims,Murder,
Assam,2010,1137,Murder - Male Victims,1. Male Victims,Murder,
Bihar,2010,2700,Murder - Male Victims,1. Male Victims,Murder,
Chandigarh,2010,20,Murder - Male Victims,1. Male Victims,Murder,
Chhattisgarh,2010,708,Murder - Male Victims,1. Male Victims,Murder,
Dadra & Nagar Haveli,2010,5,Murder - Male Victims,1. Male Victims,Murder,
Daman & Diu,2010,5,Murder - Male Victims,1. Male Victims,Murder,
Delhi,2010,458,Murder - Male Victims,1. Male Victims,Murder,
Goa,2010,28,Murder - Male Victims,1. Male Victims,Murder,
Gujarat,2010,814,Murder - Male Victims,1. Male Victims,Murder,
Haryana,2010,831,Murder - Male Victims,1. Male Victims,Murder,
Himachal Pradesh,2010,105,Murder - Male Victims,1. Male Victims,Murder,
Jammu & Kashmir,2010,205,Murder - Male Victims,1. Male Victims,Murder,
Jharkhand,2010,1496,Murder - Male Victims,1. Male Victims,Murder,
Karnataka,2010,1147,Murder - Male Victims,1. Male Victims,Murder,
Kerala,2010,279,Murder - Male Victims,1. Male Victims,Murder,
Madhya Pradesh,2010,1890,Murder - Male Victims,1. Male Victims,Murder,
Maharashtra,2010,1790,Murder - Male Victims,1. Male Victims,Murder,
Manipur,2010,82,Murder - Male Victims,1. Male Victims,Murder,
Meghalaya,2010,126,Murder - Male Victims,1. Male Victims,Murder,
